run_id,id,db_id,difficulty,step_index,event_sequence,turn,action_type,sql,tables,projection_count,sql_delta_from_previous,observation_state,result_matches_gold,transition_type,is_first_nonmatching_execution,retrieval_diagnostic,semantic_error_class,semantic_subcategory,state_payload
20260714T123758Z-4dd2a134,bird_1166,thrombosis_prediction,simple,1,1,1,query_plan.initial,,[],,not_applicable,plan_valid,unknown,query_plan.initial,false,retrieval_complete_mining_abstained_semantic_failure,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,"{""valid"": true, ""payload"": {""target_entity"": ""youngest patient among those with at least one examination record where Symptoms is not NULL"", ""grain"": ""one row for the youngest qualifying patient/examination result"", ""schema_links"": [""Examination.ID = Patient.ID""], ""required_tables"": [""Examination"", ""Patient""], ""joins"": [{""left_table"": ""Examination"", ""left_column"": ""ID"", ""right_table"": ""Patient"", ""right_column"": ""ID"", ""join_type"": ""INNER""}], ""filters"": [""Examination.Symptoms IS NOT NULL""], ""group_by"": [], ""aggregates"": [], ""aggregation_scope"": ""none"", ""aggregation_justification"": null, ""having"": [], ""order_by"": [{""expression"": ""Patient.Birthday DESC"", ""direction"": ""DESC""}], ""limit"": 1, ""answer_type"": ""rows"", ""answer_scope"": ""single_entity_row"", ""output_columns"": [{""position"": 1, ""semantic_item"": ""Symptoms observed"", ""source_columns"": [""Examination.Symptoms""], ""sql_expression"": ""Examination.Symptoms"", ""source_justification"": ""The question asks for symptoms observed, which maps exactly to Examination.Symptoms and must be non-NULL per the hint."", ""aggregation"": ""none""}, {""position"": 2, ""semantic_item"": ""Diagnosis"", ""source_columns"": [""Examination.Diagnosis""], ""sql_expression"": ""Examination.Diagnosis"", ""source_justification"": ""The question asks to identify the diagnosis associated with the selected youngest patient's examination record."", ""aggregation"": ""none""}], ""candidate_purpose"": ""answer"", ""expected_result_shape"": {""answer_type"": ""rows"", ""column_count"": 2, ""row_grain"": ""single youngest qualifying patient-examination row""}, ""unresolved_assumptions"": [""If the youngest patient has multiple qualifying examinations, LIMIT 1 will return one of them after ordering by Birthday only."", ""Diagnosis is taken from the same Examination row as Symptoms rather than Patient.Diagnosis.""], ""revision"": null}, ""errors"": []}"
20260714T123758Z-4dd2a134,bird_1166,thrombosis_prediction,simple,2,2,1,db.execute,"SELECT Examination.Symptoms, Examination.Diagnosis
FROM Examination
INNER JOIN Patient ON Examination.ID = Patient.ID
WHERE Examination.Symptoms IS NOT NULL
ORDER BY Patient.Birthday DESC
LIMIT 1","[""examination"", ""patient""]",2,initial_sql,nonmatching,false,initial_execution_nonmatching,true,retrieval_complete_mining_abstained_semantic_failure,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,
20260714T123758Z-4dd2a134,bird_1166,thrombosis_prediction,simple,3,3,1,query_plan.adherence,"SELECT Examination.Symptoms, Examination.Diagnosis
FROM Examination
INNER JOIN Patient ON Examination.ID = Patient.ID
WHERE Examination.Symptoms IS NOT NULL
ORDER BY Patient.Birthday DESC
LIMIT 1",[],,not_applicable,adherence_passed,unknown,query_plan.adherence,false,retrieval_complete_mining_abstained_semantic_failure,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,"{""schema_version"": 3, ""checks"": {""projection_count"": true, ""group_by_presence"": true, ""having_presence"": true, ""order_by_presence"": true, ""limit_presence"": true, ""required_tables_presence"": true}, ""passed"": true, ""expected_projection_count"": 2, ""actual_projection_count"": 2, ""enforced"": false}"
20260714T123758Z-4dd2a134,bird_1166,thrombosis_prediction,simple,4,4,2,FINAL,"SELECT E.Symptoms, E.Diagnosis FROM Examination AS E INNER JOIN Patient AS P ON E.ID = P.ID WHERE E.Symptoms IS NOT NULL ORDER BY P.Birthday DESC LIMIT 1","[""examination"", ""patient""]",2,expression_or_projection,benchmark_nonmatching_final,false,unverified_rewrite_after_nonmatching_execution,false,retrieval_complete_mining_abstained_semantic_failure,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,
20260714T123758Z-4dd2a134,bird_1251,thrombosis_prediction,simple,1,1,1,query_plan.initial,,[],,not_applicable,plan_valid,unknown,query_plan.initial,false,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,"{""valid"": true, ""payload"": {""target_entity"": ""patients with IGG higher than normal"", ""grain"": ""one row per distinct patient"", ""schema_links"": [{""table"": ""Laboratory"", ""column"": ""ID"", ""reason"": ""patient identifier used to count distinct patients""}, {""table"": ""Laboratory"", ""column"": ""IGG"", ""reason"": ""filter for Ig G higher than normal""}], ""required_tables"": [""Laboratory""], ""joins"": [], ""filters"": [{""table"": ""Laboratory"", ""column"": ""IGG"", ""operator"": "">="", ""value"": 2000, ""reason"": ""Hint defines Ig G higher than normal as IGG >= 2000""}], ""group_by"": [], ""aggregates"": [{""function"": ""COUNT"", ""distinct"": true, ""column"": ""Laboratory.ID"", ""reason"": ""Question asks how many patients and hint says consider DISTINCT""}], ""aggregation_scope"": ""global"", ""aggregation_justification"": ""The phrase 'How many patients' requires a single overall count."", ""having"": [], ""order_by"": [], ""limit"": null, ""answer_type"": ""scalar"", ""answer_scope"": ""global_scalar"", ""output_columns"": [{""position"": 1, ""semantic_item"": ""count of distinct patients with IGG >= 2000"", ""source_columns"": [""Laboratory.ID"", ""Laboratory.IGG""], ""sql_expression"": ""COUNT(DISTINCT Laboratory.ID)"", ""source_justification"": ""Counts unique patient identifiers among Laboratory rows that meet the IGG threshold"", ""aggregation"": ""COUNT(DISTINCT)""}], ""candidate_purpose"": ""answer"", ""expected_result_shape"": {""answer_type"": ""scalar"", ""column_count"": 1, ""row_grain"": ""single overall result row""}, ""unresolved_assumptions"": [], ""revision"": null}, ""errors"": []}"
20260714T123758Z-4dd2a134,bird_1251,thrombosis_prediction,simple,2,2,1,db.execute,"SELECT COUNT(DISTINCT ID) AS patient_count
FROM Laboratory
WHERE IGG >= 2000","[""laboratory""]",1,initial_sql,nonmatching,false,initial_execution_nonmatching,true,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,
20260714T123758Z-4dd2a134,bird_1251,thrombosis_prediction,simple,3,3,1,query_plan.adherence,"SELECT COUNT(DISTINCT ID) AS patient_count
FROM Laboratory
WHERE IGG >= 2000",[],,not_applicable,adherence_passed,unknown,query_plan.adherence,false,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,"{""schema_version"": 3, ""checks"": {""projection_count"": true, ""group_by_presence"": true, ""having_presence"": true, ""order_by_presence"": true, ""limit_presence"": true, ""required_tables_presence"": true}, ""passed"": true, ""expected_projection_count"": 1, ""actual_projection_count"": 1, ""enforced"": false}"
20260714T123758Z-4dd2a134,bird_1251,thrombosis_prediction,simple,4,4,1,FINAL,SELECT COUNT(DISTINCT ID) AS patient_count FROM Laboratory WHERE IGG >= 2000,"[""laboratory""]",1,unchanged,benchmark_nonmatching_final,false,final_same_as_last_execution,false,retrieval_complete_mining_abstained_semantic_failure,SCHEMA_LINKING,table_or_join_path_mismatch,
20260714T123758Z-4dd2a134,bird_1031,european_football_2,challenging,1,1,1,query_plan.initial,,[],,not_applicable,plan_invalid,unknown,query_plan.initial,false,retrieval_complete_mining_abstained_semantic_failure,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,"{""valid"": false, ""payload"": null, ""errors"": [""aggregates must be a list"", ""group_by must be a list"", ""having must be a list""]}"
20260714T123758Z-4dd2a134,bird_1031,european_football_2,challenging,2,2,2,query_plan.action_contract,,[],,not_applicable,plan_invalid,unknown,query_plan.action_contract,false,retrieval_complete_mining_abstained_semantic_failure,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,"{""valid"": false, ""payload"": null, ""errors"": [""each E4-A action must contain at least one Python block; found none""]}"
