run_id,id,db_id,difficulty,retrieval_diagnostic,execution_count,first_nonmatching_execution_turn,first_correct_execution_turn,ever_executed_gold_matching_result,recovery_transition_count,regression_transition_count,last_execution_state,final_matches_last_executed_sql,terminal_transition,earliest_observable_problem_stage,earliest_observable_problem_turn,onset_confidence,query_plan_initial_valid,query_plan_invalid_initial_count,query_plan_revision_count,query_plan_invalid_revision_count,query_plan_adherence_pass_count,query_plan_adherence_fail_count,primary_trace_class,primary_trace_subcategory,semantic_error_class,semantic_subcategory
20260714T210045Z-11af1da6,bird_1480,debit_card_specializing,moderate,retrieval_complete_mining_abstained_semantic_failure,2,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,2,0,UNVERIFIED_FINAL,final_sql_rewritten_after_incorrect_observation,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch
20260714T210045Z-11af1da6,bird_1481,debit_card_specializing,challenging,retrieval_complete_mining_abstained_semantic_failure,3,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,1,1,2,1,OUTPUT_CONTRACT,output_column_count_mismatch,OUTPUT_CONTRACT,output_column_count_mismatch
20260714T210045Z-11af1da6,bird_1482,debit_card_specializing,challenging,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,0,1,UNVERIFIED_FINAL,final_sql_rewritten_after_incorrect_observation,AGGREGATION_REASONING,aggregation_or_grouping_mismatch
20260714T210045Z-11af1da6,bird_1498,debit_card_specializing,simple,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,true,final_same_as_last_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,1,0,AGGREGATION_REASONING,aggregation_or_grouping_mismatch,AGGREGATION_REASONING,aggregation_or_grouping_mismatch
20260714T210045Z-11af1da6,bird_1500,debit_card_specializing,simple,retrieval_complete_mining_abstained_semantic_failure,0,,,false,0,0,none,false,final_without_execution,direct_final_without_execution,8,high,true,0,0,7,0,0,RUNNER_OR_API,missing_final_sql,RUNNER_OR_API,missing_final_sql
20260714T210045Z-11af1da6,bird_1505,debit_card_specializing,simple,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,true,final_same_as_last_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,1,0,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch
20260714T210045Z-11af1da6,bird_1524,debit_card_specializing,simple,retrieval_complete_mining_abstained_semantic_failure,2,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,0,2,UNVERIFIED_FINAL,final_sql_rewritten_after_incorrect_observation,SCHEMA_LINKING,table_or_join_path_mismatch
20260714T210045Z-11af1da6,bird_1526,debit_card_specializing,challenging,retrieval_complete_mining_abstained_semantic_failure,5,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,3,0,0,5,SCHEMA_LINKING,table_or_join_path_mismatch,SCHEMA_LINKING,table_or_join_path_mismatch
20260714T210045Z-11af1da6,bird_1529,debit_card_specializing,moderate,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,true,final_same_as_last_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,1,0,SCHEMA_LINKING,table_or_join_path_mismatch,SCHEMA_LINKING,table_or_join_path_mismatch
20260714T210045Z-11af1da6,bird_1531,debit_card_specializing,moderate,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,1,0,UNVERIFIED_FINAL,final_sql_rewritten_after_incorrect_observation,AGGREGATION_REASONING,sort_direction_or_order_scope_mismatch
20260714T210045Z-11af1da6,bird_1322,student_club,moderate,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,1,0,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch
20260714T210045Z-11af1da6,bird_1338,student_club,moderate,retrieval_complete_mining_abstained_semantic_failure,2,3,,false,0,0,nonmatching,true,final_same_as_last_execution,first_nonmatching_execution,3,medium_candidate_may_be_exploratory,true,2,0,0,1,1,OUTPUT_CONTRACT,output_column_count_mismatch,OUTPUT_CONTRACT,output_column_count_mismatch
20260714T210045Z-11af1da6,bird_1350,student_club,moderate,retrieval_complete_mining_abstained_semantic_failure,0,,,false,0,0,none,false,final_without_execution,direct_final_without_execution,8,high,true,0,0,7,0,0,RUNNER_OR_API,missing_final_sql,RUNNER_OR_API,missing_final_sql
20260714T210045Z-11af1da6,bird_1387,student_club,moderate,retrieval_complete_mining_abstained_semantic_failure,3,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,1,0,0,3,UNVERIFIED_FINAL,final_sql_rewritten_after_incorrect_observation,OUTPUT_CONTRACT,output_column_count_mismatch
20260714T210045Z-11af1da6,bird_1399,student_club,moderate,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,true,final_same_as_last_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,1,0,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch
20260714T210045Z-11af1da6,bird_1427,student_club,moderate,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,true,final_same_as_last_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,1,0,OUTPUT_CONTRACT,output_column_count_mismatch,OUTPUT_CONTRACT,output_column_count_mismatch
20260714T210045Z-11af1da6,bird_1464,student_club,challenging,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,true,final_same_as_last_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,1,0,OUTPUT_CONTRACT,output_column_count_mismatch,OUTPUT_CONTRACT,output_column_count_mismatch
20260714T210045Z-11af1da6,bird_1166,thrombosis_prediction,simple,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,0,1,UNVERIFIED_FINAL,final_sql_rewritten_after_incorrect_observation,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch
20260714T210045Z-11af1da6,bird_1168,thrombosis_prediction,challenging,retrieval_complete_mining_abstained_semantic_failure,2,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,0,2,UNVERIFIED_FINAL,final_sql_rewritten_after_incorrect_observation,OUTPUT_CONTRACT,output_column_count_mismatch
20260714T210045Z-11af1da6,bird_1175,thrombosis_prediction,moderate,retrieval_complete_mining_abstained_semantic_failure,4,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,1,0,1,3,UNVERIFIED_FINAL,final_sql_rewritten_after_incorrect_observation,AGGREGATION_REASONING,aggregation_or_grouping_mismatch
20260714T210045Z-11af1da6,bird_1179,thrombosis_prediction,moderate,retrieval_complete_mining_abstained_semantic_failure,2,2,,false,0,0,nonmatching,true,final_same_as_last_execution,first_nonmatching_execution,2,medium_candidate_may_be_exploratory,true,1,2,0,2,0,OUTPUT_CONTRACT,output_column_count_mismatch,OUTPUT_CONTRACT,output_column_count_mismatch
20260714T210045Z-11af1da6,bird_1205,thrombosis_prediction,moderate,retrieval_complete_mining_abstained_semantic_failure,2,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,0,2,UNVERIFIED_FINAL,final_sql_rewritten_after_incorrect_observation,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch
20260714T210045Z-11af1da6,bird_1225,thrombosis_prediction,moderate,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,1,0,UNVERIFIED_FINAL,final_sql_rewritten_after_incorrect_observation,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch
20260714T210045Z-11af1da6,bird_1235,thrombosis_prediction,moderate,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,true,final_same_as_last_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,0,1,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch
20260714T210045Z-11af1da6,bird_1239,thrombosis_prediction,challenging,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,false,unverified_rewrite_after_nonmatching_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,1,0,UNVERIFIED_FINAL,final_sql_rewritten_after_incorrect_observation,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch
20260714T210045Z-11af1da6,bird_1241,thrombosis_prediction,challenging,retrieval_complete_mining_abstained_semantic_failure,1,1,,false,0,0,nonmatching,true,final_same_as_last_execution,first_nonmatching_execution,1,medium_candidate_may_be_exploratory,true,0,0,0,1,0,SCHEMA_LINKING,table_or_join_path_mismatch,SCHEMA_LINKING,table_or_join_path_mismatch
