run_id,id,db_id,difficulty,step_index,event_sequence,turn,action_type,sql,tables,projection_count,sql_delta_from_previous,observation_state,result_matches_gold,transition_type,is_first_nonmatching_execution,retrieval_diagnostic,semantic_error_class,semantic_subcategory,state_payload
20260714T210045Z-11af1da6,bird_1480,debit_card_specializing,moderate,1,1,1,query_plan.initial,,[],,not_applicable,plan_valid,unknown,query_plan.initial,false,retrieval_complete_mining_abstained_semantic_failure,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,"{""valid"": true, ""payload"": {""target_entity"": ""gas consumption peak month"", ""grain"": ""month in 2013 across SME customers"", ""schema_links"": [""yearmonth.CustomerID = customers.CustomerID""], ""required_tables"": [""yearmonth"", ""customers""], ""joins"": [{""left_table"": ""yearmonth"", ""right_table"": ""customers"", ""on"": [""yearmonth.CustomerID = customers.CustomerID""], ""join_type"": ""INNER""}], ""filters"": [{""table"": ""customers"", ""column"": ""Segment"", ""operator"": ""="", ""value"": ""SME""}, {""table"": ""yearmonth"", ""column"": ""Date"", ""operator"": ""BETWEEN"", ""value"": [""201301"", ""201312""]}], ""group_by"": [{""expression"": ""yearmonth.Date"", ""source_columns"": [""yearmonth.Date""]}], ""aggregates"": [{""expression"": ""SUM(yearmonth.Consumption)"", ""source_columns"": [""yearmonth.Consumption""], ""alias"": ""total_consumption""}], ""aggregation_scope"": ""per_entity"", ""aggregation_justification"": ""The phrase \""peak month\"" requires comparing total gas consumption aggregated by month."", ""having"": [], ""order_by"": [{""expression"": ""SUM(yearmonth.Consumption)"", ""direction"": ""DESC""}], ""limit"": 1, ""answer_type"": ""rows"", ""answer_scope"": ""single_entity_row"", ""output_columns"": [{""position"": 1, ""semantic_item"": ""month"", ""source_columns"": [""yearmonth.Date""], ""sql_expression"": ""yearmonth.Date"", ""source_justification"": ""The month identifier is stored in yearmonth.Date."", ""aggregation"": ""none""}, {""position"": 2, ""semantic_item"": ""total gas consumption"", ""source_columns"": [""yearmonth.Consumption""], ""sql_expression"": ""SUM(yearmonth.Consumption)"", ""source_justification"": ""Needed to identify the peak month by total consumption."", ""aggregation"": ""sum""}], ""candidate_purpose"": ""answer"", ""expected_result_shape"": {""answer_type"": ""rows"", ""column_count"": 2, ""row_grain"": ""one row for the month with the maximum total SME consumption in 2013""}, ""unresolved_assumptions"": [""Assume the requested peak month is the month with the maximum summed Consumption across SME customers in 2013."", ""Assume returning both the month and its total consumption is acceptable for a peak-month question.""], ""revision"": null}, ""errors"": []}"
20260714T210045Z-11af1da6,bird_1480,debit_card_specializing,moderate,2,2,1,db.execute,"SELECT ym.Date, SUM(ym.Consumption) AS total_consumption
FROM yearmonth AS ym
INNER JOIN customers AS c
  ON ym.CustomerID = c.CustomerID
WHERE c.Segment = 'SME'
  AND ym.Date BETWEEN '201301' AND '201312'
GROUP BY ym.Date
ORDER BY total_consumption DESC
LIMIT 1;","[""customers"", ""yearmonth""]",2,initial_sql,nonmatching,false,initial_execution_nonmatching,true,retrieval_complete_mining_abstained_semantic_failure,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,
20260714T210045Z-11af1da6,bird_1480,debit_card_specializing,moderate,3,3,1,query_plan.adherence,"SELECT ym.Date, SUM(ym.Consumption) AS total_consumption
FROM yearmonth AS ym
INNER JOIN customers AS c
  ON ym.CustomerID = c.CustomerID
WHERE c.Segment = 'SME'
  AND ym.Date BETWEEN '201301' AND '201312'
GROUP BY ym.Date
ORDER BY total_consumption DESC
LIMIT 1;",[],,not_applicable,adherence_passed,unknown,query_plan.adherence,false,retrieval_complete_mining_abstained_semantic_failure,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,"{""schema_version"": 3, ""checks"": {""projection_count"": true, ""group_by_presence"": true, ""having_presence"": true, ""order_by_presence"": true, ""limit_presence"": true, ""required_tables_presence"": true}, ""passed"": true, ""expected_projection_count"": 2, ""actual_projection_count"": 2, ""enforced"": false}"
20260714T210045Z-11af1da6,bird_1480,debit_card_specializing,moderate,4,4,1,db.execute,"SELECT ym.Date, SUM(ym.Consumption) AS total_consumption
FROM yearmonth AS ym
INNER JOIN customers AS c
  ON ym.CustomerID = c.CustomerID
WHERE c.Segment = 'SME'
  AND ym.Date BETWEEN '201301' AND '201312'
GROUP BY ym.Date
ORDER BY total_consumption DESC
LIMIT 1;","[""customers"", ""yearmonth""]",2,unchanged,nonmatching,false,remained_nonmatching,false,retrieval_complete_mining_abstained_semantic_failure,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,
20260714T210045Z-11af1da6,bird_1480,debit_card_specializing,moderate,5,5,1,query_plan.adherence,"SELECT ym.Date, SUM(ym.Consumption) AS total_consumption
FROM yearmonth AS ym
INNER JOIN customers AS c
  ON ym.CustomerID = c.CustomerID
WHERE c.Segment = 'SME'
  AND ym.Date BETWEEN '201301' AND '201312'
GROUP BY ym.Date
ORDER BY total_consumption DESC
LIMIT 1;",[],,not_applicable,adherence_passed,unknown,query_plan.adherence,false,retrieval_complete_mining_abstained_semantic_failure,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,"{""schema_version"": 3, ""checks"": {""projection_count"": true, ""group_by_presence"": true, ""having_presence"": true, ""order_by_presence"": true, ""limit_presence"": true, ""required_tables_presence"": true}, ""passed"": true, ""expected_projection_count"": 2, ""actual_projection_count"": 2, ""enforced"": false}"
20260714T210045Z-11af1da6,bird_1480,debit_card_specializing,moderate,6,6,2,FINAL,SELECT ym.Date FROM yearmonth AS ym INNER JOIN customers AS c ON ym.CustomerID = c.CustomerID WHERE c.Segment = 'SME' AND ym.Date BETWEEN '201301' AND '201312' GROUP BY ym.Date ORDER BY SUM(ym.Consumption) DESC LIMIT 1;,"[""customers"", ""yearmonth""]",1,projection_count,benchmark_nonmatching_final,false,unverified_rewrite_after_nonmatching_execution,false,retrieval_complete_mining_abstained_semantic_failure,SEMANTIC_REVIEW_REQUIRED,filter_scope_or_expression_mismatch,
20260714T210045Z-11af1da6,bird_1481,debit_card_specializing,challenging,1,1,1,query_plan.initial,,[],,not_applicable,plan_valid,unknown,query_plan.initial,false,retrieval_complete_mining_abstained_semantic_failure,OUTPUT_CONTRACT,output_column_count_mismatch,"{""valid"": true, ""payload"": {""target_entity"": ""segment-level annual average consumption differences for 2013 among SME, LAM, and KAM"", ""grain"": ""one row per requested segment pair difference"", ""schema_links"": [""yearmonth.CustomerID = customers.CustomerID""], ""required_tables"": [""customers"", ""yearmonth""], ""joins"": [{""left_table"": ""yearmonth"", ""left_column"": ""CustomerID"", ""right_table"": ""customers"", ""right_column"": ""CustomerID"", ""join_type"": ""INNER""}], ""filters"": [{""table"": ""customers"", ""column"": ""Currency"", ""operator"": ""="", ""value"": ""CZK""}, {""table"": ""yearmonth"", ""column"": ""Date"", ""operator"": ""BETWEEN"", ""value"": [""201301"", ""201312""]}, {""table"": ""customers"", ""column"": ""Segment"", ""operator"": ""IN"", ""value"": [""SME"", ""LAM"", ""KAM""]}], ""group_by"": [{""table"": ""customers"", ""column"": ""Segment""}], ""aggregates"": [{""function"": ""MIN"", ""expression"": ""yearmonth.Consumption"", ""alias"": ""min_consumption""}], ""aggregation_scope"": ""per_entity"", ""aggregation_justification"": ""The question asks for the annual average consumption difference by segment, which requires aggregating yearmonth.Consumption within each segment for 2013."", ""having"": [], ""order_by"": [{""expression"": ""CASE customers.Segment WHEN 'SME' THEN 1 WHEN 'LAM' THEN 2 WHEN 'KAM' THEN 3 END"", ""direction"": ""ASC""}], ""limit"": null, ""answer_type"": ""rows"", ""answer_scope"": ""per_entity_rows"", ""output_columns"": [{""position"": 1, ""semantic_item"": ""segment pair label"", ""source_columns"": [], ""sql_expression"": ""CASE WHEN s1.Segment = 'SME' AND s2.Segment = 'LAM' THEN 'SME-LAM' WHEN s1.Segment = 'LAM' AND s2.Segment = 'KAM' THEN 'LAM-KAM' WHEN s1.Segment = 'KAM' AND s2.Segment = 'SME' THEN 'KAM-SME' END"", ""source_justification"": ""Labels the requested pairwise differences."", ""aggregation"": ""none""}, {""position"": 2, ""semantic_item"": ""difference in annual average consumption"", ""source_columns"": [""yearmonth.Consumption""], ""sql_expression"": ""s1.avg_consumption - s2.avg_consumption"", ""source_justification"": ""Computes the difference between segment annual averages as defined in the hint."", ""aggregation"": ""none""}], ""candidate_purpose"": ""answer"", ""expected_result_shape"": {""answer_type"": ""rows"", ""column_count"": 2, ""row_grain"": ""one row per requested segment pair difference""}, ""unresolved_assumptions"": [""The phrase 'customers with the least amount of consumption paid in CZK for 2013' is interpreted as the customers in each of SME, LAM, and KAM whose annual total consumption is the minimum within that segment.""], ""revision"": null}, ""errors"": []}"
20260714T210045Z-11af1da6,bird_1481,debit_card_specializing,challenging,2,5,1,db.execute,"WITH seg_min AS (
  SELECT c.Segment,
         MIN(y.Consumption) AS min_consumption
  FROM customers c
  JOIN yearmonth y ON y.CustomerID = c.CustomerID
  WHERE c.Currency = 'CZK'
    AND y.Date BETWEEN '201301' AND '201312'
    AND c.Segment IN ('SME','LAM','KAM')
  GROUP BY c.Segment
),
avgs AS (
  SELECT s.Segment,
         AVG(y.Consumption) AS avg_consumption
  FROM customers c
  JOIN yearmonth y ON y.CustomerID = c.CustomerID
  JOIN seg_min s ON s.Segment = c.Segment AND y.Consumption = s.min_consumption
  WHERE c.Currency = 'CZK'
    AND y.Date BETWEEN '201301' AND '201312'
    AND c.Segment IN ('SME','LAM','KAM')
  GROUP BY s.Segment
)
SELECT 'SME-LAM' AS pair, (SELECT avg_consumption FROM avgs WHERE Segment='SME') - (SELECT avg_consumption FROM avgs WHERE Segment='LAM') AS diff
UNION ALL
SELECT 'LAM-KAM', (SELECT avg_consumption FROM avgs WHERE Segment='LAM') - (SELECT avg_consumption FROM avgs WHERE Segment='KAM')
UNION ALL
SELECT 'KAM-SME', (SELECT avg_consumption FROM avgs WHERE Segment='KAM') - (SELECT avg_consumption FROM avgs WHERE Segment='SME');","[""avgs"", ""customers"", ""seg_min"", ""yearmonth""]",,initial_sql,nonmatching,false,initial_execution_nonmatching,true,retrieval_complete_mining_abstained_semantic_failure,OUTPUT_CONTRACT,output_column_count_mismatch,
20260714T210045Z-11af1da6,bird_1481,debit_card_specializing,challenging,3,6,1,query_plan.adherence,"WITH seg_min AS (
  SELECT c.Segment,
         MIN(y.Consumption) AS min_consumption
  FROM customers c
  JOIN yearmonth y ON y.CustomerID = c.CustomerID
  WHERE c.Currency = 'CZK'
    AND y.Date BETWEEN '201301' AND '201312'
    AND c.Segment IN ('SME','LAM','KAM')
  GROUP BY c.Segment
),
avgs AS (
  SELECT s.Segment,
         AVG(y.Consumption) AS avg_consumption
  FROM customers c
  JOIN yearmonth y ON y.CustomerID = c.CustomerID
  JOIN seg_min s ON s.Segment = c.Segment AND y.Consumption = s.min_consumption
  WHERE c.Currency = 'CZK'
    AND y.Date BETWEEN '201301' AND '201312'
    AND c.Segment IN ('SME','LAM','KAM')
  GROUP BY s.Segment
)
SELECT 'SME-LAM' AS pair, (SELECT avg_consumption FROM avgs WHERE Segment='SME') - (SELECT avg_consumption FROM avgs WHERE Segment='LAM') AS diff
UNION ALL
SELECT 'LAM-KAM', (SELECT avg_consumption FROM avgs WHERE Segment='LAM') - (SELECT avg_consumption FROM avgs WHERE Segment='KAM')
UNION ALL
SELECT 'KAM-SME', (SELECT avg_consumption FROM avgs WHERE Segment='KAM') - (SELECT avg_consumption FROM avgs WHERE Segment='SME');",[],,not_applicable,adherence_failed,unknown,query_plan.adherence,false,retrieval_complete_mining_abstained_semantic_failure,OUTPUT_CONTRACT,output_column_count_mismatch,"{""schema_version"": 3, ""checks"": {""projection_count"": null, ""group_by_presence"": true, ""having_presence"": true, ""order_by_presence"": false, ""limit_presence"": true, ""required_tables_presence"": true}, ""passed"": false, ""expected_projection_count"": 2, ""actual_projection_count"": null, ""enforced"": false}"
20260714T210045Z-11af1da6,bird_1481,debit_card_specializing,challenging,4,10,1,db.execute,"WITH annual_totals AS (
  SELECT
    c.Segment,
    c.CustomerID,
    SUM(y.Consumption) AS annual_consumption
  FROM customers AS c
  INNER JOIN yearmonth AS y
    ON y.CustomerID = c.CustomerID
  WHERE c.Currency = 'CZK'
    AND c.Segment IN ('SME', 'LAM', 'KAM')
    AND y.Date BETWEEN '201301' AND '201312'
  GROUP BY c.Segment, c.CustomerID
),
lowest AS (
  SELECT
    Segment,
    MIN(annual_consumption) AS min_consumption
  FROM annual_totals
  GROUP BY Segment
),
segment_avg AS (
  SELECT
    a.Segment,
    AVG(a.annual_consumption) AS avg_consumption
  FROM annual_totals AS a
  INNER JOIN lowest AS l
    ON l.Segment = a.Segment
   AND l.min_consumption = a.annual_consumption
  GROUP BY a.Segment
)
SELECT
  'SME-LAM' AS pair,
  (SELECT avg_consumption FROM segment_avg WHERE Segment = 'SME')
  - (SELECT avg_consumption FROM segment_avg WHERE Segment = 'LAM') AS difference
UNION ALL
SELECT
  'LAM-KAM' AS pair,
  (SELECT avg_consumption FROM segment_avg WHERE Segment = 'LAM')
  - (SELECT avg_consumption FROM segment_avg WHERE Segment = 'KAM') AS difference
UNION ALL
SELECT
  'KAM-SME' AS pair,
  (SELECT avg_consumption FROM segment_avg WHERE Segment = 'KAM')
  - (SELECT avg_consumption FROM segment_avg WHERE Segment = 'SME') AS difference
ORDER BY CASE pair
  WHEN 'SME-LAM' THEN 1
  WHEN 'LAM-KAM' THEN 2
  WHEN 'KAM-SME' THEN 3
END;","[""annual_totals"", ""customers"", ""lowest"", ""segment_avg"", ""yearmonth""]",,"tables_or_join,order_by",execution_error,unknown,unresolved_after_nonmatching_execution,false,retrieval_complete_mining_abstained_semantic_failure,OUTPUT_CONTRACT,output_column_count_mismatch,
